xacml,datalog_subjects,datalog_objects,datalog_relationships,datalog_actions
"<Policy PolicyId=""RPSlist.12.0.0.2.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.12.0.0.2.2.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",AccessSubject(S).,,"has_role(S, ""pc-member"") :- AccessSubject(S).","can_create(S) :- AccessSubject(S), has_role(S, ""pc-member"")."
"<Policy PolicyId=""RPSlist.12.0.0.2.3.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">admin</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
<Actions>
    <Action>
        <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
            <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ActionMatch>
    </Action>
    <Action>
        <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">write</AttributeValue>
            <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ActionMatch>
    </Action>
</Actions>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.12.0.0.2.3.0.r.1"">
<Target/>
                            </Rule>
                        </Policy>",Subject(S).,Object(O).,"has_role(S, ""admin"") :- Subject(S).","can_access(S, O, ""read"") :- Subject(S), Object(O), has_role(S, ""admin""). can_access(S, O, ""write"") :- Subject(S), Object(O), has_role(S, ""admin"")."
"<Policy PolicyId=""RPSlist.12.0.0.2.3.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
<Actions>
    <Action>
        <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
            <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ActionMatch>
    </Action>
</Actions>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.12.0.0.2.3.1.r.1"">
<Target/>
                            </Rule>
                        </Policy>","Subject(S), Role(R).",Object(O).,"has_role(S, R) :- Subject(S), Role(R).","can_read(S, O) :- Subject(S), Object(O), has_role(S, ""pc-chair"")."
"<Policy PolicyId=""RPSlist.12.0.0.2.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
<Actions>
    <Action>
        <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
            <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ActionMatch>
    </Action>
</Actions>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.12.0.0.2.3.2.r.1"">
<Target/>
                            </Rule>
                        </Policy>",Subject(S).,Object(O).,"has_role(S, ""pc-member"") :- Subject(S).
has_isMeeting(S, ""true"") :- Subject(S).","can_read(S, O) :- Subject(S), Object(O), has_role(S, ""pc-member""), has_isMeeting(S, ""true"")."
"<Policy PolicyId=""RPSlist.12.0.0.2.3.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                            <Target/>
                            <Rule Effect=""Deny"" RuleId=""RPSlist.12.0.0.2.3.3.r.1"">
<Target/>
                            </Rule>
                        </Policy>",,,,
"<Policy PolicyId=""RPSlist.13.0.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isSubjectsMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                    <Actions>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">write</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                    </Actions>
                </Target>
                <Rule Effect=""Permit"" RuleId=""RPSlist.13.0.0.r.1"">
                    <Target/>
                </Rule>
            </Policy>",Subject(S).,Object(O).,"has_role(S, 'pc-chair') :- Subject(S). has_isSubjectsMeeting(S, 'true') :- Subject(S).","can_access(S, O, 'read') :- Subject(S), Object(O), has_role(S, 'pc-chair'), has_isSubjectsMeeting(S, 'true'). can_access(S, O, 'write') :- Subject(S), Object(O), has_role(S, 'pc-chair'), has_isSubjectsMeeting(S, 'true')."
"<Policy PolicyId=""RPSlist.13.0.1.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                        <Actions>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">delete</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                        </Actions>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.13.0.1.0.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",User(U).,Resource(R).,"has_role(U, 'pc-chair') :- User(U).","can_delete(U, R) :- User(U), Resource(R), has_role(U, 'pc-chair')."
"<Policy PolicyId=""RPSlist.13.0.1.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                        <Resources>
                            <Resource>
<ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <ResourceAttributeDesignator AttributeId=""isEq-meetingPaper-resId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ResourceMatch>
                            </Resource>
                        </Resources>
                        <Actions>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                        </Actions>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.13.0.1.1.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",PC_Member(S).,MeetingPaper(MP).,isEq_meetingPaper_resId(MP) :- MeetingPaper(MP).,"can_read(S, MP) :- PC_Member(S), MeetingPaper(MP), isEq_meetingPaper_resId(MP)."
"<Policy PolicyId=""RPSlist.13.0.1.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                        <Actions>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                        </Actions>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.13.0.1.2.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",PC_Member(S).,Paper(P).,,"can_create(S, P) :- PC_Member(S), Paper(P)."
"<Policy PolicyId=""RPSlist.13.0.1.3.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">admin</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">write</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.13.0.1.3.0.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","Subject(S), role(S, ""admin"").",Object(O).,,"can_access(S, O, Action) :- Subject(S), Object(O), role(S, ""admin""), (Action = ""read""; Action = ""write"")."
"<Policy PolicyId=""RPSlist.13.0.1.3.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.13.0.1.3.1.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, Res, read) :- User(U), Resource(Res), has_role(U, pc-chair)."
"<Policy PolicyId=""RPSlist.13.0.1.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.13.0.1.3.2.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",PCMember(S).,Resource(R).,"has_role(S, ""pc-member"") :- PCMember(S).
has_isMeeting(S, ""true"") :- PCMember(S).","can_access(S, R, ""read"") :- PCMember(S), Resource(R), has_role(S, ""pc-member""), has_isMeeting(S, ""true"")."
"<Policy PolicyId=""RPSlist.13.0.1.3.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target/>
                        <Rule Effect=""Deny"" RuleId=""RPSlist.13.0.1.3.3.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",,,,
"<Policy PolicyId=""RPSlist.14.0.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">admin</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                    <Actions>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">write</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                    </Actions>
                </Target>
                <Rule Effect=""Permit"" RuleId=""RPSlist.14.0.0.r.1"">
                    <Target/>
                </Rule>
            </Policy>",Subject(S).,Object(O).,"has_role(S, 'pc-chair') :- Subject(S). has_role(S, 'admin') :- Subject(S).","can_access(S, O, 'read') :- Subject(S), Object(O), has_role(S, 'pc-chair'). can_access(S, O, 'write') :- Subject(S), Object(O), has_role(S, 'pc-chair'). can_access(S, O, 'read') :- Subject(S), Object(O), has_role(S, 'admin'). can_access(S, O, 'write') :- Subject(S), Object(O), has_role(S, 'admin')."
"<Policy PolicyId=""RPSlist.14.0.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isConflicted"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                    <Actions>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                    </Actions>
                </Target>
                <Rule Effect=""Permit"" RuleId=""RPSlist.14.0.1.r.1"">
                    <Target/>
                </Rule>
            </Policy>",Subject(S).,Object(O).,"has_role(S, 'pc-member') :- Subject(S). has_conflict(S, 'true') :- Subject(S).","can_read(S, O) :- Subject(S), Object(O), has_role(S, 'pc-member'), has_conflict(S, 'true')."
"<Policy PolicyId=""RPSlist.14.0.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                    <Actions>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                    </Actions>
                </Target>
                <Rule Effect=""Permit"" RuleId=""RPSlist.14.0.2.r.1"">
                    <Target/>
                </Rule>
            </Policy>",PC_Member(S).,Meeting(M).,is_meeting(S) :- PC_Member(S).,"can_read(S, M) :- PC_Member(S), Meeting(M), is_meeting(S)."
"<Policy PolicyId=""RPSlist.14.0.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isConflicted"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                </Target>
                <Rule Effect=""Deny"" RuleId=""RPSlist.14.0.3.r.1"">
                    <Target/>
                </Rule>
            </Policy>",AccessSubject(S).,,is_conflicted(S) :- AccessSubject(S).,"deny_access(S) :- AccessSubject(S), is_conflicted(S)."
"<Policy PolicyId=""RPSlist.14.0.4.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                        <Actions>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">delete</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                        </Actions>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.14.0.4.0.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",User(U).,Resource(R).,"has_role(U, ""pc-chair"") :- User(U).","can_delete(U, R) :- User(U), Resource(R), has_role(U, ""pc-chair"")."
