natural_language_statements,datalog_subjects,datalog_objects,datalog_relationships,datalog_actions
"After a message is sent, the patient or personal representative is directed to his or her message outbox.","Patient(P), PersonalRepresentative(PR).","Message(M), Outbox(O).","has_outbox(P, O) :- Patient(P), Outbox(O). has_outbox(PR, O) :- PersonalRepresentative(PR), Outbox(O). sent_message(P, M) :- Patient(P), Message(M). sent_message(PR, M) :- PersonalRepresentative(PR), Message(M).","can_access_outbox(P, O) :- Patient(P), Outbox(O), has_outbox(P, O). can_access_outbox(PR, O) :- PersonalRepresentative(PR), Outbox(O), has_outbox(PR, O)."
The user is asked to try again.,User(U).,Action(A).,"asked_to_try_again(U, A) :- User(U), Action(A).","can_retry(U, A) :- User(U), Action(A), asked_to_try_again(U, A)."
"The HCP provides the dosage in milligrams, the start and end date for the prescription, and any special instructions.",HCP(H).,"Prescription(PR), Dosage(DOS), StartDate(SD), EndDate(ED), SpecialInstructions(SI).","provides_dosage(H, PR, DOS) :- HCP(H), Prescription(PR), Dosage(DOS).
provides_start_date(H, PR, SD) :- HCP(H), Prescription(PR), StartDate(SD).
provides_end_date(H, PR, ED) :- HCP(H), Prescription(PR), EndDate(ED).
provides_instructions(H, PR, SI) :- HCP(H), Prescription(PR), SpecialInstructions(SI).","can_provide_prescription_details(H, PR, DOS, SD, ED, SI) :- HCP(H), Prescription(PR), Dosage(DOS), StartDate(SD), EndDate(ED), SpecialInstructions(SI), provides_dosage(H, PR, DOS), provides_start_date(H, PR, SD), provides_end_date(H, PR, ED), provides_instructions(H, PR, SI)."
The patient selects an LHCP from his or her provider list.,Patient(P).,LHCP(L).,"has_provider(P, L) :- Patient(P), LHCP(L).","can_select(P, L) :- Patient(P), LHCP(L), has_provider(P, L)."
The HCP has selected a medication prescribed from a pull down list.,HCP(H).,Medication(M).,"selected_medication(H, M) :- HCP(H), Medication(M).","can_select_medication(H, M) :- HCP(H), Medication(M), selected_medication(H, M)."
A patient or personal health representative  views his or her iTrust homepage.,"Patient(P), PersonalHealthRepresentative(R).",iTrustHomepage(H).,"has_homepage(P, H) :- Patient(P), iTrustHomepage(H). has_homepage(R, H) :- PersonalHealthRepresentative(R), iTrustHomepage(H).","can_view(P, H) :- Patient(P), iTrustHomepage(H), has_homepage(P, H). can_view(R, H) :- PersonalHealthRepresentative(R), iTrustHomepage(H), has_homepage(R, H)."
The health care personnel does not confirm the selection and is prompted to try again.,HealthCarePersonnel(H).,Selection(S).,"prompted_to_try_again(H, S) :- HealthCarePersonnel(H), Selection(S), not confirmed_selection(H, S).","can_confirm(H, S) :- HealthCarePersonnel(H), Selection(S), not prompted_to_try_again(H, S)."
The LHCP enters and confirms the patient or representative's MID .,LHCP(L).,"Patient(P), Representative(R), MID(M).","has_mid(P, M) :- Patient(P), MID(M). has_mid(R, M) :- Representative(R), MID(M).","can_enter_and_confirm(L, P, M) :- LHCP(L), Patient(P), MID(M), has_mid(P, M). can_enter_and_confirm(L, R, M) :- LHCP(L), Representative(R), MID(M), has_mid(R, M)."
"While documenting an office visit, the HCP selects to prescribe a patient a drug by selecting its NDC and name .","HCP(H), Patient(P).","Drug(DR), NDC(N), Name(NM).","has_ndc(DR, N) :- Drug(DR), NDC(N). has_name(DR, NM) :- Drug(DR), Name(NM).","can_prescribe(H, P, DR) :- HCP(H), Patient(P), Drug(DR), has_ndc(DR, N), has_name(DR, NM)."
The HCP has authenticated himself or herself in the iTrust Medical Records system (UC3).,HCP(H).,System(S).,"authenticated_in(H, S) :- HCP(H), System(S).","can_access(H, S) :- HCP(H), System(S), authenticated_in(H, S)."
A LHCP enters an UAP as a user of iTrust Medical Records system according to data format 6.2 (all fields mandatory) .,"LHCP(L), System(S).",UAP(U).,"enters_as_user(L, U, S) :- LHCP(L), UAP(U), System(S).","can_enter(L, U, S) :- LHCP(L), UAP(U), System(S), data_format_compliant(U, '6.2'), all_fields_mandatory(U)."
The LHCP is presented with an option to approve or reject each pending appointment request.,LHCP(L).,AppointmentRequest(AR).,pending(AR) :- AppointmentRequest(AR).,"can_approve_or_reject(L, AR) :- LHCP(L), AppointmentRequest(AR), pending(AR)."
"The LHCP views a list of requests he or she has made for reports, with the status and pertinent information about the requests.",LHCP(L).,"ReportRequest(RR), Report(R).","has_made_request(L, RR) :- LHCP(L), ReportRequest(RR).","can_view_request_list(L, RR) :- LHCP(L), ReportRequest(RR), has_made_request(L, RR)."
The iTrust user (admin) has been authenticated in the iTrust Medical Records system (UC3).,User(U).,System(S).,"authenticated_in(U, S) :- User(U), System(S).","can_access(U, S) :- User(U), System(S), authenticated_in(U, S)."
"The admin must specify a specialty for a new LHCP (general physician, heart surgeon, OB-GYN, pediatrician, surgeon) and for a new LT ( blood, tissue, or general).",Admin(A).,"LHCP(L), LT(T).","has_specialty(L, Specialty) :- LHCP(L), Specialty in {general_physician, heart_surgeon, ob_gyn, pediatrician, surgeon}. has_specialty(T, Type) :- LT(T), Type in {blood, tissue, general}.","can_specify_specialty(A, L, Specialty) :- Admin(A), LHCP(L), Specialty in {general_physician, heart_surgeon, ob_gyn, pediatrician, surgeon}. can_specify_specialty(A, T, Type) :- Admin(A), LT(T), Type in {blood, tissue, general}."
A patient or patient representative wishes to reply to a message.,"Patient(P), PatientRepresentative(R).",Message(M).,"has_message(P, M) :- Patient(P), Message(M).
has_message(R, M) :- PatientRepresentative(R), Message(M).","can_reply(P, M) :- Patient(P), Message(M), has_message(P, M).
can_reply(R, M) :- PatientRepresentative(R), Message(M), has_message(R, M)."
The user can select a prescription from the calendar to read the prescription's details .,User(U).,"Prescription(P), Calendar(C).","has_prescription_in_calendar(C, P) :- Calendar(C), Prescription(P).","can_read_prescription_details(U, P) :- User(U), Prescription(P), Calendar(C), has_prescription_in_calendar(C, P)."
An LHCP chooses to send a message to a patient or representative (no multiple recipients allowed in a single message).,LHCP(L).,"Patient(P), Representative(R).","is_representative_of(R, P) :- Representative(R), Patient(P).","can_send_message(L, Recipient) :- LHCP(L), (Patient(Recipient) ; (Representative(Recipient), is_representative_of(Recipient, P))), not (exists Recipient2 such that (Patient(Recipient2) ; Representative(Recipient2)) and Recipient2 != Recipient)."
A patient can request to schedule an appointment with an LHCP .,Patient(P).,"LHCP(L), Appointment(A).","can_request_appointment(P, L, A) :- Patient(P), LHCP(L), Appointment(A).","request_schedule(P, L, A) :- can_request_appointment(P, L, A)."
"The patient types a last name or partial last name, possibly and possibly providing the specialty.","Patient(P), User(U).",Doctor(D).,"has_specialty(D, S) :- Doctor(D), Specialty(S).","can_search(U, D) :- User(U), Doctor(D), matches_last_name(D, L) or matches_partial_last_name(D, L) or has_specialty(D, S)."
A UAP can select to report height or weight or pedometer measurements.,UAP(U).,Measurement(M).,"is_type(M, 'height') :- Measurement(M).
is_type(M, 'weight') :- Measurement(M).
is_type(M, 'pedometer') :- Measurement(M).","can_report(U, M) :- UAP(U), Measurement(M), (is_type(M, 'height'); is_type(M, 'weight'); is_type(M, 'pedometer'))."
The HCP selects a different procedure code.,HCP(H).,ProcedureCode(PC).,"selected_procedure(H, PC) :- HCP(H), ProcedureCode(PC).","can_select_different_procedure(H, PC) :- HCP(H), ProcedureCode(PC), not selected_procedure(H, PC)."
"A UAP  or patient representative  can input the blood pressure, glucose levels, height, weight, or pedometer readings for a patient.","UAP(U), PatientRepresentative(R).","Patient(P), VitalSign(V).","is_associated(U, P) :- UAP(U), Patient(P). is_associated(R, P) :- PatientRepresentative(R), Patient(P).","can_input(U, P, V) :- UAP(U), Patient(P), VitalSign(V), is_associated(U, P). can_input(R, P, V) :- PatientRepresentative(R), Patient(P), VitalSign(V), is_associated(R, P)."
A patient or personal health representative may enter or edit their own demographic information including their security question or answer according to data format 6.1.,"Patient(P), PersonalHealthRepresentative(R).","DemographicInfo(DI), SecurityQuestion(SQ), SecurityAnswer(SA).","is_patient(P) :- Patient(P). is_representative(R) :- PersonalHealthRepresentative(R). has_demographic_info(P, DI) :- Patient(P), DemographicInfo(DI). has_demographic_info(R, DI) :- PersonalHealthRepresentative(R), DemographicInfo(DI). has_security_question(P, SQ) :- Patient(P), SecurityQuestion(SQ). has_security_question(R, SQ) :- PersonalHealthRepresentative(R), SecurityQuestion(SQ). has_security_answer(P, SA) :- Patient(P), SecurityAnswer(SA). has_security_answer(R, SA) :- PersonalHealthRepresentative(R), SecurityAnswer(SA).","can_enter_or_edit(P, DI) :- Patient(P), DemographicInfo(DI), has_demographic_info(P, DI). can_enter_or_edit(R, DI) :- PersonalHealthRepresentative(R), DemographicInfo(DI), has_demographic_info(R, DI). can_enter_or_edit(P, SQ) :- Patient(P), SecurityQuestion(SQ), has_security_question(P, SQ). can_enter_or_edit(R, SQ) :- PersonalHealthRepresentative(R), SecurityQuestion(SQ), has_security_question(R, SQ). can_enter_or_edit(P, SA) :- Patient(P), SecurityAnswer(SA), has_security_answer(P, SA). can_enter_or_edit(R, SA) :- PersonalHealthRepresentative(R), SecurityAnswer(SA), has_security_answer(R, SA)."
"When a person logs into iTrust, if he or she is a personal representative, they view their own records or those of the person or people they are representing.","Person(P), PersonalRepresentative(PR).",Record(R).,"represents(PR, P) :- PersonalRepresentative(PR), Person(P).","can_view(P, R) :- Person(P), Record(R), owns(P, R). can_view(PR, R) :- PersonalRepresentative(PR), Record(R), represents(PR, P), owns(P, R)."
An HCP chooses to document  or edit  an office visit.,HCP(H).,OfficeVisit(V).,"has_access(H, V) :- HCP(H), OfficeVisit(V).","can_document_or_edit(H, V) :- HCP(H), OfficeVisit(V), has_access(H, V)."
The administrator records  or deletes  a drug interaction between two prescription drugs.,Administrator(A).,"Drug(D1), Drug(D2).","has_interaction(D1, D2) :- Drug(D1), Drug(D2).","can_record_interaction(A, D1, D2) :- Administrator(A), Drug(D1), Drug(D2). can_delete_interaction(A, D1, D2) :- Administrator(A), Drug(D1), Drug(D2), has_interaction(D1, D2)."
"The patient, UAP, or personal representative tries to enter more than one weight data point or more than one pedometer data point for the day and is told additional data cannot be entered.","Patient(P), UAP(U), PersonalRepresentative(R).","WeightDataPoint(W), PedometerDataPoint(PD), Day(D).","has_entered_weight(P, W, D) :- Patient(P), WeightDataPoint(W), Day(D). has_entered_weight(U, W, D) :- UAP(U), WeightDataPoint(W), Day(D). has_entered_weight(R, W, D) :- PersonalRepresentative(R), WeightDataPoint(W), Day(D). has_entered_pedometer(P, PD, D) :- Patient(P), PedometerDataPoint(PD), Day(D). has_entered_pedometer(U, PD, D) :- UAP(U), PedometerDataPoint(PD), Day(D). has_entered_pedometer(R, PD, D) :- PersonalRepresentative(R), PedometerDataPoint(PD), Day(D).","can_enter_weight(S, W, D) :- (Patient(S) ; UAP(S) ; PersonalRepresentative(S)), WeightDataPoint(W), Day(D), not has_entered_weight(S, _, D). can_enter_pedometer(S, PD, D) :- (Patient(S) ; UAP(S) ; PersonalRepresentative(S)), PedometerDataPoint(PD), Day(D), not has_entered_pedometer(S, _, D)."
The HCP does not have the ability to enter or edit or view the patient's security question or password.,HCP(H).,"Patient(P), SecurityQuestion(SQ), Password(PW).","has_security_question(P, SQ) :- Patient(P), SecurityQuestion(SQ). has_password(P, PW) :- Patient(P), Password(PW).","cannot_enter(H, P, SQ) :- HCP(H), Patient(P), SecurityQuestion(SQ), has_security_question(P, SQ). cannot_edit(H, P, SQ) :- HCP(H), Patient(P), SecurityQuestion(SQ), has_security_question(P, SQ). cannot_view(H, P, SQ) :- HCP(H), Patient(P), SecurityQuestion(SQ), has_security_question(P, SQ). cannot_enter(H, P, PW) :- HCP(H), Patient(P), Password(PW), has_password(P, PW). cannot_edit(H, P, PW) :- HCP(H), Patient(P), Password(PW), has_password(P, PW). cannot_view(H, P, PW) :- HCP(H), Patient(P), Password(PW), has_password(P, PW)."
"The notification center also displays a list of the patient and patient representee upcoming appointments , the information of his or her designated HCP , and the number of unread messages from his or her message inbox , number of new referrals (UC33), and number of unviewed completed lab procedures (UC26).","Patient(P), PatientRepresentee(R), NotificationCenter(NC).","Appointment(A), HCP(H), Message(M), Referral(REF), LabProcedure(LP).","upcoming_appointment(P, A) :- Patient(P), Appointment(A).
upcoming_appointment(R, A) :- PatientRepresentee(R), Appointment(A).
designated_hcp(P, H) :- Patient(P), HCP(H).
designated_hcp(R, H) :- PatientRepresentee(R), HCP(H).
unread_message(P, M) :- Patient(P), Message(M).
unread_message(R, M) :- PatientRepresentee(R), Message(M).
new_referral(P, REF) :- Patient(P), Referral(REF).
new_referral(R, REF) :- PatientRepresentee(R), Referral(REF).
unviewed_lab_procedure(P, LP) :- Patient(P), LabProcedure(LP).
unviewed_lab_procedure(R, LP) :- PatientRepresentee(R), LabProcedure(LP).","can_display_notifications(NC, P) :- NotificationCenter(NC), Patient(P), upcoming_appointment(P, _), designated_hcp(P, _), unread_message(P, _), new_referral(P, _), unviewed_lab_procedure(P, _).
can_display_notifications(NC, R) :- NotificationCenter(NC), PatientRepresentee(R), upcoming_appointment(R, _), designated_hcp(R, _), unread_message(R, _), new_referral(R, _), unviewed_lab_procedure(R, _)."
An administrator can manage a standardized list of appointment types .,Administrator(A).,AppointmentType(AT).,"has_authority(A, AT) :- Administrator(A), AppointmentType(AT).","can_manage(A, AT) :- Administrator(A), AppointmentType(AT), has_authority(A, AT)."
"The patient selects the relevant physical services he is interested in, and is then presented with the top five hospitals with that experience.",Patient(P).,"PhysicalService(S), Hospital(H).","interested_in(P, S) :- Patient(P), PhysicalService(S).
has_experience(H, S) :- Hospital(H), PhysicalService(S).","present_top_five_hospitals(P, S, H) :- Patient(P), PhysicalService(S), Hospital(H), interested_in(P, S), has_experience(H, S), rank_top_five(H, S).
rank_top_five(H, S) :- Hospital(H), PhysicalService(S), has_experience(H, S)."
The patient then chooses the beginning and end date for the period of time they would like to view their access log for .,Patient(P).,"AccessLog(L), Date(D).","has_log(P, L) :- Patient(P), AccessLog(L).","can_view_log(P, L, D_start, D_end) :- Patient(P), AccessLog(L), Date(D_start), Date(D_end), has_log(P, L), D_start <= D_end."
"The user selects an office visit from the calendar to read its details by clicking the Read Details link beside or below the ICD-9CM code (i.e., diagnose) displayed for the visit, and then the details for the visit shall be displayed in a new page, including date of office visit, note text, diagnoses (i.e., ICD-9CM codes), medical procedures performed (i.e., CPT code) , lab procedures ordered (LOINC code, see Data Format 6.11), medications prescribed (i.e., NDC, see Data Format 6.6), immunizations given (i.e., CPT Code, see UC15, S1), and the name of the doctor who prescribed the medication.","User(U), Doctor(D).","OfficeVisit(V), ICD9CMCode(ICD), CPTCode(CPT), LOINCCode(LOINC), NDC(NDC), ImmunizationCPT(ICPT).","has_visit(U, V) :- User(U), OfficeVisit(V). has_diagnosis(V, ICD) :- OfficeVisit(V), ICD9CMCode(ICD). has_procedure(V, CPT) :- OfficeVisit(V), CPTCode(CPT). has_lab_order(V, LOINC) :- OfficeVisit(V), LOINCCode(LOINC). has_medication(V, NDC) :- OfficeVisit(V), NDC(NDC). has_immunization(V, ICPT) :- OfficeVisit(V), ImmunizationCPT(ICPT). prescribed_by(V, D) :- OfficeVisit(V), Doctor(D).","can_read_details(U, V) :- User(U), OfficeVisit(V), has_visit(U, V)."
"On the LHCP homepage, the LHCP views a notification center with a list of his or her upcoming appointments for the current date , number of physiologic data monitoring reports of his or her patients for the current date , number of weight or pedometer data monitoring reports of his or her patients for the current date , number of unread messages from his or her message inbox , number of new referrals (UC33), number of pending lab procedures (UC26), and number of pending appointment requests (UC22).",LHCP(L).,"NotificationCenter(NC), Appointment(A), PhysiologicReport(PR), WeightPedometerReport(WPR), Message(M), Referral(R), LabProcedure(LP), AppointmentRequest(AR).","has_upcoming_appointment(L, A) :- LHCP(L), Appointment(A).
has_physiologic_report(L, PR) :- LHCP(L), PhysiologicReport(PR).
has_weight_pedometer_report(L, WPR) :- LHCP(L), WeightPedometerReport(WPR).
has_unread_message(L, M) :- LHCP(L), Message(M).
has_new_referral(L, R) :- LHCP(L), Referral(R).
has_pending_lab_procedure(L, LP) :- LHCP(L), LabProcedure(LP).
has_pending_appointment_request(L, AR) :- LHCP(L), AppointmentRequest(AR).","can_view_notification_center(L, NC) :- LHCP(L), NotificationCenter(NC), has_upcoming_appointment(L, _), has_physiologic_report(L, _), has_weight_pedometer_report(L, _), has_unread_message(L, _), has_new_referral(L, _), has_pending_lab_procedure(L, _), has_pending_appointment_request(L, _)."
The LHCP can select a patient to obtain additional information about a patient .,LHCP(L).,Patient(P).,"selected(L, P) :- LHCP(L), Patient(P).","can_select(L, P) :- LHCP(L), Patient(P)."
A patient views a list of his or her referrals.,Patient(P).,ReferralList(L).,"has_referral(P, L) :- Patient(P), ReferralList(L).","can_view(P, L) :- Patient(P), ReferralList(L), has_referral(P, L)."
The administrator will maintain  a listing of allowable drugs that an HCP can use.,"Administrator(A), HCP(H).",Drug(DR).,"allowable_drug(A, DR) :- Administrator(A), Drug(DR).","can_use(H, DR) :- HCP(H), Drug(DR), allowable_drug(A, DR)."
The system shall display a default placeholder image for patients who do not have a photograph on file.,System(S).,"Patient(P), Image(I).","has_photograph(P, I) :- Patient(P), Image(I).","display_default_image(S, P) :- System(S), Patient(P), not has_photograph(P, _)."
A sending HCP edits a previously sent patient referral .,HCP(H).,Referral(R).,"sent_referral(H, R) :- HCP(H), Referral(R).","can_edit(H, R) :- HCP(H), Referral(R), sent_referral(H, R)."
A patient or personal health representative  or LHCP  chooses to view prescription reports.,"Patient(P), PersonalHealthRepresentative(R), LHCP(L).",PrescriptionReport(PR).,"has_access_to(P, PR) :- Patient(P), PrescriptionReport(PR). has_access_to(R, PR) :- PersonalHealthRepresentative(R), PrescriptionReport(PR). has_access_to(L, PR) :- LHCP(L), PrescriptionReport(PR).","can_view(P, PR) :- Patient(P), PrescriptionReport(PR), has_access_to(P, PR). can_view(R, PR) :- PersonalHealthRepresentative(R), PrescriptionReport(PR), has_access_to(R, PR). can_view(L, PR) :- LHCP(L), PrescriptionReport(PR), has_access_to(L, PR)."
A fake email is sent to the patient or representative alerting the patient or representative that a new message reply has arrived.,"Patient(P), Representative(R).",Message(M).,"has_message(P, M) :- Patient(P), Message(M).
has_message(R, M) :- Representative(R), Message(M).","send_fake_email(P, M) :- Patient(P), Message(M), has_message(P, M).
send_fake_email(R, M) :- Representative(R), Message(M), has_message(R, M)."
"The patient chooses My Expired Prescription Reports and is presented with a list of the patient's expired prescriptions , sorted by start date (the later date is ranked earlier closer to the top).",Patient(P).,Prescription(PR).,"has_prescription(P, PR) :- Patient(P), Prescription(PR).","can_view_expired_prescriptions(P, PR) :- Patient(P), Prescription(PR), has_prescription(P, PR), expired(PR)."
"In both cases, the LHCP is presented the name of the patient and must confirm the add or delete.",LHCP(L).,Patient(P).,"presented(L, P) :- LHCP(L), Patient(P).","can_confirm(L, P, Action) :- LHCP(L), Patient(P), presented(L, P), Action in {add, delete}."
The HCP is notified if any of the fields contain characters that are not in the above list.,HCP(H).,"Field(F), Character(C).","contains_character(F, C) :- Field(F), Character(C).","notify(H, F) :- HCP(H), Field(F), contains_character(F, C), not allowed_character(C)."
A patient selects to reports an event related to a prescription drug  or immunization  reaction.,Patient(P).,"Drug(DR), Immunization(I).","has_prescription(P, DR) :- Patient(P), Drug(DR). has_immunization(P, I) :- Patient(P), Immunization(I).","can_report_event(P, DR) :- Patient(P), Drug(DR), has_prescription(P, DR). can_report_event(P, I) :- Patient(P), Immunization(I), has_immunization(P, I)."
The HCP enters a comment for a lab procedure with status as pending.,HCP(H).,LabProcedure(L).,"has_status(L, pending) :- LabProcedure(L).","can_enter_comment(H, L) :- HCP(H), LabProcedure(L), has_status(L, pending)."
A patient whose at least one physiologic data type is specified to be under monitoring chooses to report their physiologic data.,Patient(P).,PhysiologicDataType(PDT).,"under_monitoring(P, PDT) :- Patient(P), PhysiologicDataType(PDT).","can_report(P, PDT) :- Patient(P), PhysiologicDataType(PDT), under_monitoring(P, PDT)."
An HCP chooses to view received referrals.,HCP(H).,Referral(R).,"received_referral(H, R) :- HCP(H), Referral(R).","can_view_referral(H, R) :- HCP(H), Referral(R), received_referral(H, R)."
The drug desired to be prescribed is checked for interactions between other drugs currently taken by the patient.,"Prescriber(D), Patient(P).","Drug(DR), Drug(OD).","takes(P, OD) :- Patient(P), Drug(OD). interacts(DR, OD) :- Drug(DR), Drug(OD).","can_prescribe(D, P, DR) :- Prescriber(D), Patient(P), Drug(DR), not (takes(P, OD), interacts(DR, OD))."
A UAP can select to report physiologic measurements.,UAP(U).,PhysiologicMeasurement(PM).,,"can_report(U, PM) :- UAP(U), PhysiologicMeasurement(PM)."
The patient chooses the immunization for which to report the adverse event.,Patient(P).,Immunization(I).,"has_immunization(P, I) :- Patient(P), Immunization(I).","can_report_adverse_event(P, I) :- Patient(P), Immunization(I), has_immunization(P, I)."
Only the name and email are provided.,User(U).,"Name(N), Email(E).","has_name(U, N) :- User(U), Name(N). has_email(U, E) :- User(U), Email(E).","can_access_info(U, N, E) :- User(U), Name(N), Email(E), has_name(U, N), has_email(U, E)."
The iTrust user (LHCP or patient) has been authenticated in the iTrust Medical Records system (UC3).,User(U).,System(S).,"authenticated_in(U, S) :- User(U), System(S).","can_access(U, S) :- User(U), System(S), authenticated_in(U, S)."
"The data in the database is analyzed according to the influenza epidemic heuristic to determine if an epidemic is occurring in the region defined by the zip code that match the first three numbers in the provided zip code (e.g. if zip code 27695 is provided, all data with zip code 276xx is analyzed, where each x is any digit from 0-9).",Analyst(A).,"ZipCode(Z), Data(D).","matches_zip_prefix(Z, Prefix) :- ZipCode(Z), substring(Z, 1, 3, Prefix).","can_analyze_epidemic(A, Prefix) :- Analyst(A), ZipCode(Z), matches_zip_prefix(Z, Prefix), not epidemic_occurring(Prefix)."
"The sending HCP then chooses a priority from 1-3 (1 is most important, 3 is least important) for the referral.",HCP(Sender).,"Referral(R), Priority(P).","has_priority(R, P) :- Referral(R), Priority(P).","can_choose_priority(Sender, R, P) :- HCP(Sender), Referral(R), Priority(P), P >= 1, P <= 3."
The iTrust user has authenticated himself or herself in the iTrust Medical Records system(UC3).,User(U).,System(S).,"authenticated(U, S) :- User(U), System(S).","can_access(U, S) :- User(U), System(S), authenticated(U, S)."
"The administrator will store (1) the ICD-9CM code (The International Statistical Classification of Diseases and Related Health Problems (most commonly known by the abbreviation ICD) provides codes to classify diseases and a wide variety of signs, symptoms, abnormal findings, complaints, social circumstances and external causes of injury or disease.",Administrator(A).,ICD9CM_Code(C).,"can_store(A, C) :- Administrator(A), ICD9CM_Code(C).","store(A, C) :- can_store(A, C)."
The user (patient or personal health representative) can choose to view a list of their own prescriptions or  the prescriptions for whom the user is a person health representative by choosing one patient from a a list of these patients.,"User(U), Patient(P), PersonalHealthRepresentative(R).",Prescription(PR).,"is_patient(U, P) :- User(U), Patient(P), U = P. is_representative(U, P) :- User(U), Patient(P), PersonalHealthRepresentative(R), U = R, represents(R, P). represents(R, P) :- PersonalHealthRepresentative(R), Patient(P).","can_view_prescriptions(U, P, PR) :- User(U), Patient(P), Prescription(PR), (is_patient(U, P) ; is_representative(U, P)), has_prescription(P, PR). has_prescription(P, PR) :- Patient(P), Prescription(PR)."
The HCP does not confirm the selection and is prompted to try again.,HCP(H).,Selection(S).,"prompted_to_try_again(H, S) :- HCP(H), Selection(S), not confirms_selection(H, S).","confirms_selection(H, S) :- HCP(H), Selection(S)."
The administrator selects one drug and is presented with a listing of all drug interactions with that drug.,Administrator(A).,"Drug(D1), Drug(D2).","interacts_with(D1, D2) :- Drug(D1), Drug(D2).","can_view_interactions(A, D1) :- Administrator(A), Drug(D1), interacts_with(D1, D2)."
"The input data, a timestamp, and the fact that the status is self-reported are saved.",User(U).,"Data(D), Timestamp(T), Status(S).","has_input(U, D) :- User(U), Data(D). has_timestamp(U, T) :- User(U), Timestamp(T). has_status(U, S) :- User(U), Status(S), self_reported(S).","can_save(U, D, T, S) :- User(U), Data(D), Timestamp(T), Status(S), has_input(U, D), has_timestamp(U, T), has_status(U, S)."
"When the LHCP approves or rejects an appointment request, a message is sent to the Patient indicating the requests's status.","LHCP(L), Patient(P).","AppointmentRequest(AR), Message(M).","has_request(P, AR) :- Patient(P), AppointmentRequest(AR).
approves(L, AR) :- LHCP(L), AppointmentRequest(AR).
rejects(L, AR) :- LHCP(L), AppointmentRequest(AR).
sends_message(L, P, M, AR) :- LHCP(L), Patient(P), Message(M), AppointmentRequest(AR), (approves(L, AR); rejects(L, AR)).","can_send_message(L, P, M, AR) :- LHCP(L), Patient(P), Message(M), AppointmentRequest(AR), has_request(P, AR), (approves(L, AR); rejects(L, AR))."
The user (LHCP) selects a patient from the list of requested reports.,User(LHCP).,"Patient(P), Report(R).","requested_report(LHCP, R) :- User(LHCP), Report(R).","can_select_patient(LHCP, P, R) :- User(LHCP), Patient(P), Report(R), requested_report(LHCP, R)."
The HCP is notified of drug allergy.,HCP(H).,Drug(DR).,"has_allergy(P, DR) :- Patient(P), Drug(DR). notified(H, P, DR) :- HCP(H), Patient(P), Drug(DR), has_allergy(P, DR).","can_notify(H, P, DR) :- HCP(H), Patient(P), Drug(DR), has_allergy(P, DR)."
"A fake email is sent to the LHCP who prescribed the medication indicating the patient name and MID, drug, and symptoms.",LHCP(L).,"Patient(P), Medication(M), Drug(DR), Symptom(S).","prescribed(L, P, M) :- LHCP(L), Patient(P), Medication(M).","send_fake_email(L, P, M, DR, S) :- LHCP(L), Patient(P), Medication(M), Drug(DR), Symptom(S), prescribed(L, P, M)."
The administrator types an invalid name and is prompted to try again.,Administrator(A).,Name(N).,"has_entered(A, N) :- Administrator(A), Name(N).","prompt_to_retry(A, N) :- Administrator(A), Name(N), has_entered(A, N), not valid_name(N)."
A fake email is sent to the LHCP alerting the LHCP that a new message reply has arrived.,LHCP(L).,"Email(E), Message(M).",is_fake_email(E) :- Email(E). has_new_reply(M) :- Message(M).,"can_send_fake_email(L, E, M) :- LHCP(L), Email(E), Message(M), is_fake_email(E), has_new_reply(M)."
The Patient requests the closest hospitals so that only nearby hospitals are presented.,Patient(P).,Hospital(H).,"is_nearby(P, H) :- Patient(P), Hospital(H).","can_request(P, H) :- Patient(P), Hospital(H), is_nearby(P, H)."
An LHCP or patient or representative can sort his or her message inbox and message outbox .,"LHCP(L), Patient(P), Representative(R).","MessageInbox(MI), MessageOutbox(MO).","has_inbox(L, MI) :- LHCP(L), MessageInbox(MI). has_inbox(P, MI) :- Patient(P), MessageInbox(MI). has_inbox(R, MI) :- Representative(R), MessageInbox(MI). has_outbox(L, MO) :- LHCP(L), MessageOutbox(MO). has_outbox(P, MO) :- Patient(P), MessageOutbox(MO). has_outbox(R, MO) :- Representative(R), MessageOutbox(MO).","can_sort(L, MI) :- LHCP(L), MessageInbox(MI), has_inbox(L, MI). can_sort(P, MI) :- Patient(P), MessageInbox(MI), has_inbox(P, MI). can_sort(R, MI) :- Representative(R), MessageInbox(MI), has_inbox(R, MI). can_sort(L, MO) :- LHCP(L), MessageOutbox(MO), has_outbox(L, MO). can_sort(P, MO) :- Patient(P), MessageOutbox(MO), has_outbox(P, MO). can_sort(R, MO) :- Representative(R), MessageOutbox(MO), has_outbox(R, MO)."
"The LHCP chooses to view a report of all patients of a single or either gender, in a specified age range , with none, one, or more diagnoses.",LHCP(L).,"Patient(P), Report(R).","has_gender(P, G) :- Patient(P), Gender(G).
has_age(P, A) :- Patient(P), Age(A).
has_diagnosis(P, D) :- Patient(P), Diagnosis(D).","can_view_report(L, R) :- LHCP(L), Report(R), Patient(P), has_gender(P, G), has_age(P, A), has_diagnosis(P, D)."
